"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"166","Census Tract 120","787","Census Tract 31","3/1/2020 - 3/31/2020, Every day, Daily Average",419,248,707
"166","Census Tract 120","788","Census Tract 32","3/1/2020 - 3/31/2020, Every day, Daily Average",455,256,806
"166","Census Tract 120","789","Census Tract 35","3/1/2020 - 3/31/2020, Every day, Daily Average",111,48,254
"166","Census Tract 120","790","Census Tract 38","3/1/2020 - 3/31/2020, Every day, Daily Average",374,221,631
"166","Census Tract 120","791","Census Tract 78.07","3/1/2020 - 3/31/2020, Every day, Daily Average",459,310,677
"166","Census Tract 120","792","Census Tract 78.08","3/1/2020 - 3/31/2020, Every day, Daily Average",597,368,966
"166","Census Tract 120","793","Census Tract 79","3/1/2020 - 3/31/2020, Every day, Daily Average",768,488,1207
"166","Census Tract 120","794","Census Tract 80","3/1/2020 - 3/31/2020, Every day, Daily Average",646,434,961
"166","Census Tract 120","795","Census Tract 81.02","3/1/2020 - 3/31/2020, Every day, Daily Average",343,211,555
"166","Census Tract 120","796","Census Tract 82.01","3/1/2020 - 3/31/2020, Every day, Daily Average",419,273,642
"166","Census Tract 120","797","Census Tract 40","3/1/2020 - 3/31/2020, Every day, Daily Average",255,153,424
"166","Census Tract 120","798","Census Tract 41","3/1/2020 - 3/31/2020, Every day, Daily Average",211,119,373
"166","Census Tract 120","799","Census Tract 44","3/1/2020 - 3/31/2020, Every day, Daily Average",98,42,224
"166","Census Tract 120","800","Census Tract 48","3/1/2020 - 3/31/2020, Every day, Daily Average",87,40,186
"166","Census Tract 120","801","Census Tract 39","3/1/2020 - 3/31/2020, Every day, Daily Average",316,183,543
"166","Census Tract 120","802","Census Tract 49","3/1/2020 - 3/31/2020, Every day, Daily Average",126,60,260
"166","Census Tract 120","803","Census Tract 50","3/1/2020 - 3/31/2020, Every day, Daily Average",169,92,309
"166","Census Tract 120","804","Census Tract 52","3/1/2020 - 3/31/2020, Every day, Daily Average",216,126,368
"166","Census Tract 120","805","Census Tract 53","3/1/2020 - 3/31/2020, Every day, Daily Average",320,184,555
"166","Census Tract 120","806","Census Tract 82.02","3/1/2020 - 3/31/2020, Every day, Daily Average",796,514,1230
"166","Census Tract 120","807","Census Tract 83.01","3/1/2020 - 3/31/2020, Every day, Daily Average",363,237,555
"166","Census Tract 120","808","Census Tract 83.02","3/1/2020 - 3/31/2020, Every day, Daily Average",465,298,725
"166","Census Tract 120","809","Census Tract 84","3/1/2020 - 3/31/2020, Every day, Daily Average",513,340,773
"166","Census Tract 120","810","Census Tract 85","3/1/2020 - 3/31/2020, Every day, Daily Average",751,491,1146
"166","Census Tract 120","811","Census Tract 86.01","3/1/2020 - 3/31/2020, Every day, Daily Average",711,456,1106
"166","Census Tract 120","812","Census Tract 55.01","3/1/2020 - 3/31/2020, Every day, Daily Average",162,64,407
"166","Census Tract 120","813","Census Tract 55.02","3/1/2020 - 3/31/2020, Every day, Daily Average",286,147,555
"166","Census Tract 120","814","Census Tract 57","3/1/2020 - 3/31/2020, Every day, Daily Average",345,170,699
"166","Census Tract 120","815","Census Tract 58","3/1/2020 - 3/31/2020, Every day, Daily Average",146,67,314
"166","Census Tract 120","816","Census Tract 61","3/1/2020 - 3/31/2020, Every day, Daily Average",516,332,799
"166","Census Tract 120","817","Census Tract 63","3/1/2020 - 3/31/2020, Every day, Daily Average",81,49,132
"166","Census Tract 120","818","Census Tract 64","3/1/2020 - 3/31/2020, Every day, Daily Average",415,261,657
"166","Census Tract 120","819","Census Tract 65","3/1/2020 - 3/31/2020, Every day, Daily Average",134,89,200
"166","Census Tract 120","820","Census Tract 86.02","3/1/2020 - 3/31/2020, Every day, Daily Average",681,467,991
"166","Census Tract 120","821","Census Tract 88","3/1/2020 - 3/31/2020, Every day, Daily Average",1040,683,1582
"166","Census Tract 120","822","Census Tract 92","3/1/2020 - 3/31/2020, Every day, Daily Average",521,350,774
"166","Census Tract 120","823","Census Tract 910.05","3/1/2020 - 3/31/2020, Every day, Daily Average",2083,1613,2688
"166","Census Tract 120","824","Census Tract 75","3/1/2020 - 3/31/2020, Every day, Daily Average",208,148,290
"166","Census Tract 120","825","Census Tract 403.07","3/1/2020 - 3/31/2020, Every day, Daily Average",1063,786,1436
"166","Census Tract 120","828","Census Tract 1704.02","3/1/2020 - 3/31/2020, Every day, Daily Average",1371,1096,1714
"166","Census Tract 120","829","Census Tract 60","3/1/2020 - 3/31/2020, Every day, Daily Average",423,262,682
"166","Census Tract 120","830","Census Tract 81.01","3/1/2020 - 3/31/2020, Every day, Daily Average",565,365,873
"166","Census Tract 120","831","Census Tract 9800","3/1/2020 - 3/31/2020, Every day, Daily Average",584,394,865
